StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2_1,Gym2_2,Gym2_3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing,FL_5_DO_FL_14,FL_5_DO_FL_15,FL_5_DO_FL_16,FL_5_DO_FL_17
2022-09-27 02:56:53,2022-09-27 03:14:14,0,100,1040,1,2022-09-27 03:14:16,R_3Ldp86Ipp1OsqnQ,anonymous,ZH-S,1,2,10,30,20,60,20,1,1,5,1,10,30,20,60,1,2,1,2,20,40,30,50,2,5,5,1,2,2,1,10,2,3,2,3,3,2,55,3,11,36,4,1,1,4,3,2
2022-09-27 07:14:21,2022-09-27 07:22:31,0,100,489,1,2022-09-27 07:22:31,R_43miLzvxOOYxrnb,anonymous,ZH-S,1,1,0,100,0,100,20,5,2,5,2,10,100,10,100,1,1,1,2,20,100,20,100,2,5,2,5,2,1,1,10,4,3,2,1,4,1,30,6,16,36,4,1,4,2,1,3
2022-09-20 12:06:54,2022-09-20 12:07:16,0,9,21,0,2022-09-27 12:07:21,R_1CjXCQxEWvoIqKc,anonymous,ZH-S,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4
2022-09-20 12:04:14,2022-09-20 12:07:53,0,34,218,0,2022-09-27 12:07:56,R_2UVNQ1U02ZAGvcc,anonymous,ZH-S,1,1,,,,,,,,,,10,30,20,40,1,1,3,,,,,,,,,,2,1,3,20,,,,,,,,,,,,,3,2,4,1
2022-09-20 12:05:33,2022-09-20 12:08:55,0,51,202,0,2022-09-27 12:08:59,R_3JLfyo0hj2cUFfY,anonymous,ZH-S,1,2,0,20,0,40,20,5,1,2,1,10,20,20,40,1,1,2,1,,,,,,,,,2,1,2,20,,,,,,,,,,,,,2,1,4,3
2022-09-20 12:07:18,2022-09-20 12:09:39,0,20,140,0,2022-09-27 12:09:41,R_3GrjEpwSDMI078D,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,1,1,10,,,,,,,,,,,,,3,4,2,1
2022-09-20 12:23:20,2022-09-20 12:25:41,0,20,140,0,2022-09-27 12:25:50,R_2fqZ1Wx9oCVi7Wl,anonymous,ZH-S,1,,,,,,,,,,,10,12,20,25,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,3
2022-09-20 12:27:37,2022-09-20 12:27:48,8,3,10,0,2022-09-27 12:27:49,R_bjfnKDbwUk9L5MR,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-20 13:11:37,2022-09-20 13:12:04,0,9,26,0,2022-09-27 13:12:05,R_2BhBxSOhAbZV293,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,2
2022-09-20 13:14:22,2022-09-20 13:20:05,0,57,342,0,2022-09-27 13:20:08,R_xsyK4Fd27eZwBJT,anonymous,ZH-S,1,3,0,10,0,20,20,,,,,10,10,20,20,3,1,2,2,20,20,20,20,1,1,5,5,2,2,1,10,,,,,,,,,,,,,4,2,3,1
2022-09-20 13:35:41,2022-09-20 13:35:49,0,6,7,0,2022-09-27 13:35:53,R_2WUSCYYG1PCwqqP,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,3
2022-09-20 13:51:35,2022-09-20 13:51:54,8,6,18,0,2022-09-27 13:52:04,R_3G3VgNujf4kKzDS,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,4
2022-09-20 14:56:47,2022-09-20 15:06:12,0,49,564,0,2022-09-27 15:06:20,R_20OtRFHewg7Dr5I,anonymous,ZH-S,1,3,0,20,0,40,10,3,3,1,2,10,20,20,40,3,1,,2,10,20,20,20,2,3,3,1,,,,,,,,,,,,,,,,,1,3,2,4
2022-09-27 14:50:34,2022-09-27 15:10:19,0,100,1185,1,2022-09-27 15:10:20,R_2X1efZ2C1PavvvJ,anonymous,ZH-S,1,2,10,10,20,20,50,2,2,1,2,10,10,10,10,1,1,3,2,20,20,20,20,2,4,2,1,2,1,1,10,4,3,3,4,4,2,23,3,16,36,4,1,1,4,3,2
2022-09-20 14:56:09,2022-09-20 15:13:33,0,43,1044,0,2022-09-27 15:13:42,R_2zHBMUR8Xtbf9pp,anonymous,ZH-S,1,1,10,10,10,10,30,,,,,,,,,,,,2,20,20,20,20,1,2,5,1,2,1,1,10,,,,,,,,,,,,,3,4,1,2
2022-09-27 15:16:46,2022-09-27 15:32:00,0,100,913,1,2022-09-27 15:32:00,R_1GwPuk9dZkAbmvJ,anonymous,ZH-S,1,3,8,10,18,20,20,3,1,1,1,8,10,18,20,1,1,3,2,10,20,18,20,1,3,3,3,2,1,3,20,1,3,2,1,4,2,26,6,19,36,4,1,1,4,2,3
2022-09-27 15:39:11,2022-09-27 15:45:34,0,100,383,1,2022-09-27 15:45:35,R_33g7N3M0CA98KQ3,anonymous,ZH-S,1,2,0,50,0,50,30,2,4,2,1,0,50,0,50,2,1,2,1,0,50,0,50,1,5,1,2,2,2,1,10,4,4,3,4,4,2,25,4,19,36,4,1,3,1,2,4
2022-09-27 15:32:11,2022-09-27 15:48:00,0,100,948,1,2022-09-27 15:48:00,R_xfvj9ZjM2qzEDrH,anonymous,ZH-S,1,1,10,100,20,200,50,3,4,3,2,30,300,40,400,1,1,2,2,30,150,50,200,2,4,1,2,2,2,1,20,4,4,3,1,2,2,26,6,16,36,4,1,1,2,3,4
2022-09-27 15:42:20,2022-09-27 15:51:53,0,100,573,1,2022-09-27 15:51:53,R_1oha8oqmBRdDTEV,anonymous,ZH-S,1,3,0,15,0,30,10,1,5,4,1,10,15,20,30,1,2,3,2,20,30,20,40,2,4,3,2,2,2,3,5,3,3,2,1,4,4,24,4,18,36,4,1,2,4,3,1
2022-09-27 15:40:04,2022-09-27 15:57:32,0,100,1048,1,2022-09-27 15:57:32,R_voClmiDnBxPCUVP,anonymous,ZH-S,1,1,10,20,20,30,25,4,5,3,2,10,20,20,30,1,1,1,2,20,30,20,30,2,4,4,2,1,1,1,15,1,3,2,4,4,1,25,6,18,36,4,1,1,4,2,3
2022-09-27 15:54:13,2022-09-27 16:02:56,0,100,522,1,2022-09-27 16:02:56,R_3fOamphu6Vvik5z,anonymous,ZH-S,1,3,10,10,20,20,20,1,5,5,2,10,10,20,20,3,2,1,1,10,20,20,20,1,1,5,4,2,2,1,5,1,3,2,1,3,4,22,7,16,36,4,1,4,2,3,1
2022-09-27 15:59:26,2022-09-27 16:07:57,0,100,511,1,2022-09-27 16:07:57,R_26liGZv5BFKJmAo,anonymous,ZH-S,1,1,0,10,0,20,25,2,4,2,2,10,15,10,15,1,1,3,2,20,20,20,20,2,1,4,3,2,1,1,15,4,4,3,4,4,2,23,3,16,36,4,1,1,3,2,4
2022-09-27 15:43:28,2022-09-27 16:11:56,0,100,1707,1,2022-09-27 16:11:56,R_5nE1T0ExHffNvtT,anonymous,ZH-S,1,1,0,10,0,20,20,2,5,1,1,0,10,0,20,1,1,1,2,0,10,0,20,1,1,5,2,2,1,1,20,1,3,2,1,4,1,29,6,18.5,36,4,1,3,2,4,1
2022-09-27 16:16:28,2022-09-27 16:21:01,0,100,272,1,2022-09-27 16:21:02,R_28CXejbvAaFdJAh,anonymous,ZH-S,1,1,5,15,13,25,50,1,5,1,2,5,15,13,25,2,1,1,2,15,15,15,15,2,5,5,5,1,1,3,50,1,1,1,1,3,1,26,2,15,1,7,2,1,2,3,4
2022-09-27 16:20:59,2022-09-27 16:30:47,0,100,587,1,2022-09-27 16:30:47,R_5jtPIgvql9xq9cl,anonymous,ZH-S,1,3,0,10,0,20,50,4,3,1,1,0,10,0,20,3,1,2,3,0,10,0,20,1,4,3,1,3,1,2,50,1,3,2,1,3,1,22,7,17,36,4,1,3,4,2,1
2022-09-27 16:32:12,2022-09-27 16:57:00,0,100,1487,1,2022-09-27 16:57:00,R_3MQHXCKEStSCqyN,anonymous,ZH-S,1,2,0,8,0,16,40,4,4,2,1,10,10,20,20,1,1,2,1,20,20,20,20,2,4,4,2,2,1,1,20,1,3,2,1,3,1,23,1,16,36,4,2,1,3,4,2
2022-09-27 17:05:42,2022-09-27 17:21:39,0,100,956,1,2022-09-27 17:21:39,R_0IcEuHWXJfQrm7L,anonymous,ZH-S,1,2,0,20,0,30,20,1,4,4,2,5,10,10,10,1,1,3,2,10,20,10,20,2,5,3,2,2,2,3,10,1,3,2,1,5,2,24,6,16,36,4,1,3,4,2,1
2022-09-27 17:10:49,2022-09-27 17:22:31,0,100,701,1,2022-09-27 17:22:32,R_2AGZomNGZlb5xF0,anonymous,ZH-S,1,3,0,10,0,20,20,3,4,2,2,0,10,0,20,1,1,2,2,0,30,0,30,1,5,5,5,2,1,1,15,1,3,2,4,4,2,27,2,18,75,4,1,4,3,2,1
2022-09-27 16:57:42,2022-09-27 17:23:15,0,100,1533,1,2022-09-27 17:23:16,R_3DkjStgMDp1ndSV,anonymous,ZH-S,1,1,5,20,5,50,15,3,5,2,2,5,20,5,50,1,1,1,2,5,20,5,50,2,4,5,4,2,2,1,5,1,3,2,4,5,1,27,6,20,36,4,1,2,4,3,1
2022-09-27 17:38:02,2022-09-27 17:38:11,0,100,9,1,2022-09-27 17:38:12,R_1IZrhhXo0oc5Hab,anonymous,ZH-S,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 17:38:17,2022-09-27 17:49:03,0,100,645,1,2022-09-27 17:49:04,R_3QFzRncXSykFPrF,anonymous,ZH-S,1,3,0,10,20,20,20,1,5,4,2,10,10,20,20,1,1,2,2,10,20,20,20,1,2,3,1,1,1,2,7,1,3,2,1,5,2,25,7,18,36,4,1,4,1,3,2
2022-09-27 17:46:09,2022-09-27 17:57:27,0,100,678,1,2022-09-27 17:57:28,R_2Blc8W3uJ3amjV3,anonymous,ZH-S,1,1,10,20,20,40,19,1,5,5,2,10,20,20,40,1,2,1,2,10,20,20,40,2,1,5,5,2,1,1,10,1,3,2,1,5,2,22,7,16,36,4,1,3,2,4,1
2022-09-27 21:35:51,2022-09-27 21:41:50,0,100,358,1,2022-09-27 21:41:51,R_3e3uM9tkE005BOi,anonymous,ZH-S,1,2,10,100,20,100,40,4,3,1,1,10,100,20,100,1,1,2,2,10,100,20,100,1,5,1,5,2,1,2,10,1,4,3,4,5,1,24,6,17,36,4,1,1,2,3,4
2022-09-20 22:05:59,2022-09-20 22:06:10,0,6,10,0,2022-09-27 22:06:14,R_21bI3vX2jKrvtkP,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2
2022-09-27 23:37:22,2022-09-27 23:45:53,0,100,511,1,2022-09-27 23:45:54,R_2EyJbhjy4eVnxx9,anonymous,ZH-S,1,1,10,10,20,20,20,1,4,1,2,10,10,20,20,1,1,3,2,10,10,20,20,1,1,3,3,1,1,3,10,2,4,3,3,4,2,24,2,16,36,4,1,4,2,1,3
2022-09-27 23:20:52,2022-09-28 00:02:50,0,100,2517,1,2022-09-28 00:02:50,R_2aM2ufOZzpr8k1p,anonymous,ZH-S,1,2,0,10,0,20,0,5,5,5,1,10,10,20,20,3,1,1,2,0,10,0,20,2,5,1,1,3,1,1,1,1,3,2,4,4,2,51,7,15,36,4,1,2,4,3,1
2022-09-28 04:03:20,2022-09-28 04:20:41,0,100,1041,1,2022-09-28 04:20:42,R_1jMSau0bYsGCxbK,anonymous,ZH-S,1,1,10,20,20,30,100,1,5,4,1,10,20,20,30,1,2,1,2,20,30,20,30,2,1,5,4,2,2,1,10,1,3,2,1,3,2,27,5,20,36,4,1,3,2,1,4
2022-09-21 04:50:28,2022-09-21 04:50:38,0,6,10,0,2022-09-28 04:50:41,R_246GSgC0KpPJPLr,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
2022-09-21 06:31:34,2022-09-21 06:31:47,0,6,12,0,2022-09-28 06:31:49,R_3G6uDYmaoPw7xnR,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,3
2022-09-28 06:27:31,2022-09-28 06:36:58,0,100,566,1,2022-09-28 06:36:58,R_11dzu23S4mjRwva,anonymous,ZH-S,1,3,0,0,20,20,20,4,3,2,1,10,10,10,10,3,1,1,2,10,10,20,20,1,5,1,2,2,1,1,20,3,3,2,3,3,2,27,7,17,36,4,2,4,3,2,1
2022-09-22 04:15:28,2022-09-22 04:16:25,0,14,57,0,2022-09-29 04:16:27,R_3ffavWKmyLnEWte,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,4,3,2,1
2022-09-29 08:11:58,2022-09-29 08:22:12,0,100,613,1,2022-09-29 08:22:13,R_2cjc45SnjgmoFJo,anonymous,ZH-S,1,1,0,10,0,20,30,5,1,2,2,0,10,0,20,1,1,1,2,0,20,0,20,2,5,5,3,2,1,1,20,1,3,2,1,4,2,32,6,16,36,3,1,1,2,3,4
2022-09-29 08:33:54,2022-09-29 08:51:57,0,100,1082,1,2022-09-29 08:51:58,R_qBWULBH2YTf3ycp,anonymous,ZH-S,1,1,0,20,0,30,58,1,5,5,2,0,20,0,30,1,1,2,2,0,25,0,30,2,2,5,2,2,1,1,3,1,3,2,1,4,2,35,2,17,36,4,1,3,1,2,4
2022-09-22 14:53:21,2022-09-22 14:53:56,0,9,34,0,2022-09-29 14:53:59,R_ysXn4YWS33spEeB,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,3
2022-09-22 15:19:48,2022-09-22 15:25:29,0,23,341,0,2022-09-29 15:25:31,R_1ODdJUPhxDwrmmo,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,2,20,30,20,30,2,1,5,3,1,,,,,,,,,,,,,,,,4,3,1,2
2022-09-29 15:55:05,2022-09-29 16:03:53,0,100,528,1,2022-09-29 16:03:54,R_2vcgLBGTnI9AXuW,anonymous,ZH-S,1,1,0,10,0,20,50,1,5,3,2,0,10,0,20,1,2,1,2,0,20,0,20,2,1,5,3,2,1,1,50,1,3,2,3,4,2,31,5,16,36,4,1,4,2,3,1
2022-09-22 16:04:44,2022-09-22 16:05:06,8,3,21,0,2022-09-29 16:05:13,R_2VjqX5w097FraQt,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 17:28:47,2022-09-22 17:28:53,0,6,5,0,2022-09-29 17:28:56,R_9BwPvsZ9fQyVoVX,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,4
2022-09-30 00:24:19,2022-09-30 00:33:51,0,100,572,1,2022-09-30 00:33:52,R_2Cx06lMVguJrt2I,anonymous,ZH-S,1,1,0,10,0,20,50,1,5,2,2,0,20,0,40,1,1,2,1,0,30,0,50,2,4,5,1,2,1,1,5,1,3,2,1,5,1,26,6,18,36,4,1,2,1,4,3
2022-09-23 00:53:44,2022-09-23 01:20:56,0,26,1632,0,2022-09-30 01:21:03,R_2S7E1glN3RwAobW,anonymous,ZH-S,1,,,,,,,,,,,0,5,0,20,1,,,,,,,,,,,,2,2,1,5,,,,,,,,,,,,,4,2,3,1
2022-09-29 10:00:00,2022-09-30 01:52:02,0,100,57122,1,2022-09-30 01:52:03,R_3sA1gv4DuR9K8uG,anonymous,ZH-S,1,1,0,0,0,0,1000,5,5,1,1,0,0,0,0,1,1,2,2,0,0,0,0,1,5,5,1,2,1,2,100,1,3,2,4,5,1,28,6,16,36,4,1,1,2,3,4
2022-09-30 01:49:54,2022-09-30 01:58:34,0,100,520,1,2022-09-30 01:58:36,R_3HSwLpGVNKbETmj,anonymous,ZH-S,1,1,0,10,0,20,10,1,2,2,1,0,10,0,20,1,1,1,2,0,10,0,20,1,1,3,1,2,1,1,10,1,3,2,1,3,2,32,6,16,36,4,1,4,3,1,2
2022-09-23 02:54:08,2022-09-23 03:00:45,0,29,397,0,2022-09-30 03:00:51,R_1PYqrddXvAODFBL,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,2,10,10,20,20,2,,,,2,1,2,20,,,,,,,,,,,,,3,4,2,1
2022-10-03 19:10:19,2022-10-03 19:16:55,0,100,395,1,2022-10-03 19:16:55,R_2sYyR6fngd3lrxH,anonymous,ZH-S,1,3,0,10,0,20,50,1,5,2,2,5,10,15,20,1,1,2,3,8,10,15,20,2,1,5,5,3,1,2,50,1,3,2,1,2,2,28,7,23,122,4,1,2,1,4,3
2022-10-03 19:23:53,2022-10-03 19:31:24,0,100,450,1,2022-10-03 19:31:25,R_Y5Cezfvf9MgYbD3,anonymous,ZH-S,1,2,10,20,20,40,10,3,3,3,2,10,20,20,40,1,1,2,2,10,20,20,40,2,4,3,1,2,1,2,10,1,3,2,2,4,2,28,2,23,122,4,1,3,1,2,4
2022-10-03 19:25:24,2022-10-03 19:35:08,0,100,583,1,2022-10-03 19:35:08,R_abcq648tT4gW5ix,anonymous,ZH-S,1,1,10,15,20,25,10,1,4,4,1,10,15,20,25,1,1,3,2,20,25,20,25,2,5,4,2,1,1,1,5,1,3,2,1,4,1,32,7,18,36,4,1,2,4,3,1
2022-10-03 20:41:09,2022-10-03 20:50:56,0,100,587,1,2022-10-03 20:50:57,R_23dZqiS6NMbsnyZ,anonymous,ZH-S,1,3,0,10,10,25,10,2,5,3,1,10,15,10,20,3,1,2,1,20,30,20,30,1,3,5,4,2,1,2,5,4,4,3,4,5,1,27,7,20,36,4,1,4,2,1,3
2022-10-03 21:12:07,2022-10-03 21:25:34,0,100,807,1,2022-10-03 21:25:34,R_2pVoofQ51nnTeBL,anonymous,ZH-S,1,2,0,10,0,25,30,1,5,5,1,10,15,20,30,3,1,3,2,20,20,20,20,1,1,5,5,2,1,1,10,1,3,2,1,4,2,25,6,19,122,4,1,1,4,2,3
2022-10-03 21:27:02,2022-10-03 21:48:42,0,100,1300,1,2022-10-03 21:48:43,R_2EzdZDihJGulG5B,anonymous,ZH-S,1,1,0,15,0,25,5,1,5,4,2,10,15,20,25,1,1,1,2,20,30,20,30,2,3,4,2,2,1,1,5,1,3,2,4,3,1,26,1,20,122,4,1,2,4,1,3
2022-09-27 00:29:30,2022-09-27 00:34:09,0,20,278,0,2022-10-04 00:34:12,R_3RkAhe3fVp8BEw0,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,1,10,20,20,30,2,3,3,2,,,,,,,,,,,,,,,,,2,4,1,3
2022-09-27 02:45:02,2022-09-27 02:58:02,0,97,780,0,2022-10-04 02:58:05,R_1gA3EalO2LO1zUW,anonymous,ZH-S,1,1,0,10,0,20,10,3,5,1,2,0,10,0,20,1,1,1,2,0,10,0,20,1,3,5,1,2,1,1,5,1,3,1,1,4,2,35,1,19,36,4,,4,2,1,3
2022-10-04 08:16:06,2022-10-04 08:20:01,0,100,235,1,2022-10-04 08:20:01,R_3RvDEG7cu7a6BTN,anonymous,ZH-S,1,1,10,20,20,30,10,1,3,3,2,10,10,10,10,2,2,1,1,10,10,15,20,1,1,3,4,2,2,1,10,4,4,3,4,5,1,29,2,20,122,4,1,1,4,2,3
2022-10-04 09:12:28,2022-10-04 09:21:30,0,100,541,1,2022-10-04 09:21:30,R_2CKsfQfqH8nkiSy,anonymous,ZH-S,1,2,10,20,20,20,20,1,1,1,2,10,20,20,20,1,1,1,2,10,20,20,20,2,1,1,1,2,1,1,20,1,3,2,3,5,4,30,7,16,36,4,1,3,4,1,2
2022-10-04 09:19:56,2022-10-04 09:30:18,0,100,621,1,2022-10-04 09:30:18,R_2YmMdbJ9ipybTbX,anonymous,ZH-S,1,2,10,15,20,30,100,2,3,3,1,10,115,20,30,1,1,3,2,20,30,20,30,1,4,2,2,2,1,3,30,1,4,3,4,4,2,26,3,17,36,4,1,1,3,2,4
2022-10-04 09:49:10,2022-10-04 09:57:17,0,100,487,1,2022-10-04 09:57:18,R_3oIcyb43RuaxCMS,anonymous,ZH-S,1,3,10,50,20,100,20,1,5,5,1,10,50,20,100,3,2,2,3,20,100,20,100,1,1,5,5,3,2,2,5,3,3,2,1,5,2,26,6,17,36,4,1,3,2,4,1
2022-10-04 10:36:58,2022-10-04 11:03:53,0,100,1615,1,2022-10-04 11:03:53,R_ezDJai4EkRqzJwB,anonymous,ZH-S,1,2,0,10,0,20,30,1,5,4,2,0,10,0,20,1,1,2,2,0,20,0,20,2,1,3,3,3,1,2,20,1,3,3,4,4,2,52,4,13,36,4,1,3,4,2,1
2022-10-04 10:51:05,2022-10-04 11:05:56,0,100,890,1,2022-10-04 11:05:56,R_bK1IQa6XD2nm5vH,anonymous,ZH-S,1,2,10,20,20,25,30,3,3,3,2,10,15,10,20,3,1,3,2,20,30,20,30,1,5,5,5,2,1,3,10,1,3,2,3,5,2,30,1,22,122,4,1,1,4,2,3
2022-10-04 11:14:16,2022-10-04 11:26:19,0,100,723,1,2022-10-04 11:26:20,R_2nMY4eLPjXpITHH,anonymous,ZH-S,1,3,10,20,10,50,50,3,5,1,1,0,10,0,20,3,1,1,2,0,30,20,50,2,5,5,1,2,1,1,50,1,3,3,4,3,2,27,7,19,36,4,1,3,4,2,1
2022-10-04 11:18:20,2022-10-04 11:31:35,0,100,795,1,2022-10-04 11:31:36,R_31Rc5Lqmw9eyrDB,anonymous,ZH-S,1,1,10,20,20,40,20,1,2,2,1,0,20,20,40,1,1,2,2,20,40,20,40,1,2,2,2,2,2,1,20,1,1,1,2,2,1,52,2,8,75,4,1,4,1,2,3
2022-10-04 13:10:44,2022-10-04 13:18:51,0,100,487,1,2022-10-04 13:18:53,R_2QJOUYd56jSrWfX,anonymous,ZH-S,1,1,0,10,10,20,50,1,4,2,1,0,10,10,20,1,1,1,1,0,10,10,20,1,1,4,2,2,1,1,50,1,3,2,1,3,2,22,4,16,36,4,1,1,4,2,3
2022-10-04 13:09:10,2022-10-04 13:21:14,0,100,723,1,2022-10-04 13:21:15,R_1jGP6HZMmOccitw,anonymous,ZH-S,1,1,10,20,20,30,15,1,5,2,1,10,20,20,30,1,1,1,2,10,30,20,30,1,4,5,2,2,1,1,15,1,3,2,1,2,1,22,6,15,36,4,1,3,2,4,1
2022-10-04 13:15:14,2022-10-04 13:24:16,0,100,542,1,2022-10-04 13:24:19,R_1EbSpEL6UU5A7kI,anonymous,ZH-S,1,2,0,100,0,100,50,2,4,1,2,10,100,20,100,1,1,1,2,10,100,20,100,2,4,3,1,2,1,1,10,1,3,2,1,4,2,22,1,16,36,4,1,2,1,3,4
2022-10-04 13:09:36,2022-10-04 13:24:41,0,100,904,1,2022-10-04 13:24:42,R_1NlgozCnA8BvK9e,anonymous,ZH-S,1,2,0,10,0,20,15,1,5,1,1,0,10,0,20,1,1,2,2,0,10,0,20,2,3,5,1,2,1,2,5,1,3,2,1,5,1,21,5,16,36,4,1,1,2,4,3
2022-10-04 13:09:19,2022-10-04 13:25:08,0,100,949,1,2022-10-04 13:25:08,R_1IgerNQ6VszGOvZ,anonymous,ZH-S,1,1,20,50,30,100,30,1,5,4,2,20,50,30,100,1,1,1,2,20,50,30,100,2,1,5,4,2,1,1,30,2,4,3,2,4,2,23,6,22,36,4,1,2,1,4,3
2022-10-04 13:26:17,2022-10-04 13:29:55,0,100,217,1,2022-10-04 13:29:55,R_2RUEYiDyMjcxKvx,anonymous,ZH-S,1,1,10,10,10,10,20,1,1,1,1,10,15,10,15,1,2,1,2,10,15,10,15,2,5,5,5,2,2,2,10,1,3,1,4,5,3,22,7,16,36,4,1,4,3,1,2
2022-10-04 13:29:04,2022-10-04 13:33:14,0,100,249,1,2022-10-04 13:33:14,R_3hfk8VJKMTiJAts,anonymous,ZH-S,1,2,10,10,20,20,10,2,2,2,1,10,10,20,20,2,1,1,1,10,10,20,20,1,1,2,2,2,1,1,10,1,3,2,4,4,1,24,6,19,36,4,1,3,1,4,2
2022-10-04 13:46:03,2022-10-04 13:56:46,0,100,642,1,2022-10-04 13:56:46,R_3eeuvPtuowifQ8X,anonymous,ZH-S,1,3,0,15,0,30,15,1,5,5,1,10,15,20,30,1,2,1,2,20,30,20,30,1,5,5,3,2,2,1,15,1,3,2,1,3,1,23,7,16,36,4,1,2,1,3,4
2022-09-27 14:43:27,2022-09-27 14:44:22,0,6,55,0,2022-10-04 14:44:23,R_3M57Dub69lA6B0B,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
2022-09-27 14:45:14,2022-09-27 14:45:31,8,6,16,0,2022-10-04 14:45:38,R_1gzhHloaNUdPTZd,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,4
2022-09-27 14:45:22,2022-09-27 14:45:43,0,9,20,0,2022-10-04 14:45:44,R_1QmXfpv8uFNRhb5,anonymous,ZH-S,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3
2022-09-27 14:53:30,2022-09-27 14:53:38,8,6,8,0,2022-10-04 14:53:45,R_bOWOZgaSx6ijJfz,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,2
2022-10-04 14:48:26,2022-10-04 14:57:21,0,100,535,1,2022-10-04 14:57:23,R_2E4rM35PdlhmVMa,anonymous,ZH-S,1,1,0,10,0,20,30,1,1,1,1,10,10,20,20,2,1,1,2,0,10,0,20,1,2,1,1,2,1,1,10,2,4,1,2,5,2,24,2,16,36,4,1,4,1,3,2
2022-09-27 14:57:01,2022-09-27 14:57:29,0,11,28,0,2022-10-04 14:57:35,R_DkpdLYY3QGsz4v7,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,2,4,3,1
2022-09-27 14:55:28,2022-09-27 14:58:45,0,20,196,0,2022-10-04 14:58:50,R_sGuUrDPCh6xLlBv,anonymous,ZH-S,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,10,,,,,,,,,,,,,2,4,3,1
2022-09-27 14:55:58,2022-09-27 15:02:52,0,34,414,0,2022-10-04 15:02:59,R_3pqWq8FFL9QpvaP,anonymous,ZH-S,1,,,,,,,,,,,10,20,20,25,1,1,3,2,10,20,20,25,2,1,5,4,,,,,,,,,,,,,,,,,4,2,1,3
2022-10-04 14:58:24,2022-10-04 15:08:43,0,100,619,1,2022-10-04 15:08:43,R_2D6rdrIUoB59EFw,anonymous,ZH-S,1,3,10,10,20,20,20,1,5,5,1,10,10,20,20,3,1,2,2,10,20,20,20,1,1,5,5,2,1,3,10,1,4,3,4,4,2,23,7,16,36,4,1,3,4,2,1
2022-09-27 15:33:10,2022-09-27 15:33:25,0,6,15,0,2022-10-04 15:33:32,R_2D1WSHwRDeeNS7w,anonymous,ZH-S,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,4
