StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2 _1,Gym2 _2,Gym2 _3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing,R,FL_5_DO_FL_14,FL_5_DO_FL_15,FL_5_DO_FL_16,FL_5_DO_FL_17
2022-09-20 10:07:38,2022-09-20 10:24:46,0,100,1027,1,2022-09-20 10:24:46,R_2WJwrsTXNy15G2v,anonymous,PT,0.8999999761581421,1,2,0,0,0,0,20,2,4,3,2,5,5,5,5,1,1,1,1,0,5,0,10,2,4,2,3,1,1,1,5,1,3,2,4,5,1,32,8,17,137,8,1,a,1,4,2,3
2022-09-20 10:02:06,2022-09-20 10:35:58,0,100,2032,1,2022-09-20 10:35:59,R_9mCWFcrSedz99n3,anonymous,PT,0.8999999761581421,1,1,5,5,10,10,5,2,4,4,2,5,5,5,10,1,1,2,2,5,10,10,10,2,2,4,2,2,2,1,3,2,3,2,4,3,1,30,6,15,138,8,1,a,3,4,1,2
2022-09-20 10:35:18,2022-09-20 10:43:47,0,100,509,1,2022-09-20 10:43:48,R_1nVe2dwDinlNT1R,anonymous,PT,1,1,1,5,5,5,5,5,2,4,4,2,5,5,5,5,1,1,2,1,10,10,10,10,2,2,4,4,2,1,2,1,1,3,2,4,4,1,30,1,15,138,8,1,,1,3,2,4
2022-09-20 10:35:47,2022-09-20 10:45:40,0,100,593,1,2022-09-20 10:45:41,R_2uwgYpSeS1xJLlr,anonymous,PT,1,1,3,0,5,0,0,10,1,3,3,1,0,5,0,10,3,1,1,1,0,10,0,10,1,3,3,3,1,1,1,2,1,3,2,4,5,2,33,7,17,138,8,1,,1,2,3,4
2022-09-20 10:32:16,2022-09-20 10:47:31,0,100,914,1,2022-09-20 10:47:31,R_1F2DDUKLIgRSlFf,anonymous,PT,1,1,1,2.5,5,2.5,10,3,1,5,5,1,5,8,5,9,1,2,3,1,4,5,8,9,1,1,5,5,2,2,1,1.5,1,3,2,2,5,1,22,6,15,138,8,1,a,2,4,1,3
2022-09-20 10:33:17,2022-09-20 10:48:35,0,100,917,1,2022-09-20 10:48:35,R_3gMBq1bawiNiY9Y,anonymous,PT,0.8999999761581421,1,2,5,15,5,25,3,1,5,3,1,5,10,5,20,1,1,3,3,5,15,10,20,2,3,2,1,2,1,2,2,1,3,3,1,4,1,25,5,19,138,8,1,a,2,3,4,1
2022-09-20 10:26:05,2022-09-20 10:56:50,0,100,1845,1,2022-09-20 10:56:51,R_3koJJ7fJavRQYC1,anonymous,PT,1,1,1,0,0,0,0,1,1,1,5,1,0,0,0,0,1,2,1,2,0,0,0,0,1,1,5,1,2,2,1,1,1,3,2,4,5,2,29,6,18,138,8,1,r,3,2,4,1
2022-09-20 11:06:47,2022-09-20 11:14:46,0,100,479,1,2022-09-20 11:14:46,R_3P7UIATSa3VZLOQ,anonymous,PT,1,1,1,0,10,0,10,5,2,4,2,2,5,10,10,20,1,1,1,2,10,20,10,20,2,1,4,2,1,1,1,3,1,3,2,4,4,1,28,9,21,138,8,1,0,2,1,3,4
2022-09-20 11:24:20,2022-09-20 11:33:58,0,100,578,1,2022-09-20 11:34:00,R_27TOL9CcIE8O5oF,anonymous,PT,0.8999999761581421,1,1,5,5,5,10,15,1,5,3,2,5,5,5,10,1,1,2,2,10,10,10,10,2,5,2,2,2,1,2,2,1,3,2,1,4,1,27,7,19,138,8,1,a,1,3,4,2
2022-09-20 11:41:52,2022-09-20 11:52:24,0,100,631,1,2022-09-20 11:52:25,R_RVbgUgRlvKs1V9T,anonymous,PT,1,1,1,0,0,0,0,10,5,5,5,2,5,5,10,10,1,1,2,2,5,5,10,10,2,5,5,5,3,1,2,10,1,4,3,4,3,1,43,4,9,138,8,1,a,3,2,1,4
2022-09-20 11:48:35,2022-09-20 11:52:51,0,100,256,1,2022-09-20 11:52:51,R_2TucVGM35OBS4X8,anonymous,PT,0.8999999761581421,1,1,5,10,5,20,20,2,3,4,1,0,10,5,15,2,1,1,2,5,15,5,20,2,1,5,4,3,2,2,30,1,2,2,1,4,1,22,5,13,138,8,1,a,4,3,1,2
2022-09-20 11:41:30,2022-09-20 12:00:37,0,100,1146,1,2022-09-20 12:00:37,R_1ByQJ6Xf1j9l6Sd,anonymous,PT,1,1,1,0,7,0,10,5,1,5,3,1,4,8,5,10,1,1,2,1,7,15,8.5,15,1,1,5,3,2,1,2,2.5,1,3,2,4,5,2,26,1,15,138,8,1,,4,1,2,3
2022-09-20 12:08:57,2022-09-20 12:40:32,0,100,1894,1,2022-09-20 12:40:33,R_1eVFOAKXgYDYTHD,anonymous,PT,1,1,1,0,5,0,10,3,1,5,3,2,4,5,8,10,1,1,3,2,5,10,8,10,2,1,5,3,2,1,3,1.30,2,3,2,4,5,2,30,4,17,138,8,1,,4,1,3,2
2022-09-20 12:18:52,2022-09-20 12:40:44,0,100,1312,1,2022-09-20 12:40:44,R_2chexVPfLiimrlZ,anonymous,PT,0.8999999761581421,1,3,0,5,0,10,5,1,5,3,2,0,5,0,10,1,1,1,2,0,10,0,10,1,1,5,3,1,2,1,2,1,3,3,4,4,1,32,3,15,138,8,1,a,1,4,2,3
2022-09-20 12:32:22,2022-09-20 12:43:18,0,100,655,1,2022-09-20 12:43:19,R_cO8UA04HJ33VxSx,anonymous,PT,1,1,3,0,5,0,10,5,2,4,3,2,0,5,0,10,1,1,2,2,0,5,0,10,2,2,4,3,1,1,2,5,1,3,3,4,5,1,25,4,17,138,8,1,a,4,3,2,1
2022-09-20 12:42:30,2022-09-20 12:55:28,0,100,777,1,2022-09-20 12:55:28,R_3Gj5Phxh3T5bqXS,anonymous,PT,1,1,1,0,5,0,10,3,3,4,2,1,5,5,5,10,1,1,2,1,10,10,10,10,1,3,4,2,3,1,2,2,1,3,2,4,5,1,30,4,17,138,8,1,r,1,4,2,3
2022-09-20 13:58:09,2022-09-20 14:08:50,0,100,641,1,2022-09-20 14:08:51,R_2fHSkbn1yWIrdzY,anonymous,PT,1,1,1,0,5,0,10,10,1,3,3,2,5,5,5,10,1,1,1,2,10,10,10,15,2,5,3,3,2,1,1,3,1,2,3,2,5,1,38,5,9,138,8,1,a,3,4,1,2
2022-09-20 16:14:09,2022-09-20 16:32:30,0,100,1101,1,2022-09-20 16:32:31,R_2uyLQZuYSeZ9sIG,anonymous,PT,1,1,1,5,5,5,10,5,3,3,3,1,5,5,5,10,3,2,1,2,5,10,10,10,1,3,3,3,2,2,1,2,1,2,2,1,3,2,26,9,15,138,8,1,,3,4,2,1
2022-09-20 16:22:21,2022-09-20 16:41:38,0,100,1157,1,2022-09-20 16:41:39,R_ZCg2dQejcPxg6rL,anonymous,PT,1,1,1,0,5,0,5,5,2,5,5,1,5,5,5,5,1,2,2,2,10,10,10,10,2,4,3,2,2,2,2,2.5,3,2,2,4,5,2,28,3,17,138,8,1,,4,3,2,1
2022-09-20 18:38:53,2022-09-20 18:50:23,0,100,690,1,2022-09-20 18:50:23,R_Oj3QAs6U4vESQA9,anonymous,PT,0.8999999761581421,1,3,0,5,0,10,5,3,5,1,2,0,5,0,10,3,1,1,1,0,10,0,10,2,3,5,1,2,1,1,5,1,3,2,3,3,1,29,3,12,138,8,1,5,3,2,1,4
2022-09-20 18:41:29,2022-09-20 18:52:30,0,100,661,1,2022-09-20 18:52:31,R_3ivY9mv0wAZMNBN,anonymous,PT,1,1,2,0,0,0,0,1,1,4,2,1,5,5,5,5,1,2,2,2,7,10,10,10,1,3,2,3,2,2,1,1,4,4,3,4,4,3,18,1,12,138,8,1,5,1,4,2,3
2022-09-20 18:46:50,2022-09-20 18:58:26,0,100,695,1,2022-09-20 18:58:26,R_2QmjObwqvUrLDF0,anonymous,PT,0.8999999761581421,1,1,0,5,0,5,2.50,1,5,5,2,0,5,0,5,1,1,2,2,5,5,5,10,2,4,3,2,2,2,2,1.50,1,3,2,4,4,2,25,3,16,138,8,1,5,2,1,4,3
2022-09-20 19:26:27,2022-09-20 19:33:21,0,100,414,1,2022-09-20 19:33:21,R_1QAwIC7wstwMzBU,anonymous,PT,1,1,3,0,5,0,10,1,1,5,5,1,0,5,0,10,3,2,1,2,0,5,0,10,1,1,5,5,3,2,1,1,2,2,2,4,3,4,30,9,12,138,8,1,a,3,4,1,2
2022-09-20 19:29:32,2022-09-20 19:40:05,0,100,633,1,2022-09-20 19:40:05,R_1BRQvQkLfDjk942,anonymous,PT,1,1,1,0,5,0,10,0,1,5,5,2,0,10,0,10,1,1,2,1,0,10,0,10,2,5,2,5,2,1,2,0,1,1,3,4,4,1,24,1,15,138,8,1,a,4,1,2,3
2022-09-20 19:30:37,2022-09-20 19:49:53,0,100,1156,1,2022-09-20 19:49:53,R_2CpkoJ8Pps6Cdny,anonymous,PT,1,1,1,0,5,0,5,1,2,5,3,1,5,5,5,5,1,2,2,2,5,10,5,10,2,3,4,2,2,2,1,1,1,4,2,4,5,1,24,9,17,138,8,1,a,2,3,4,1
2022-09-20 19:36:27,2022-09-20 19:51:54,0,100,927,1,2022-09-20 19:51:54,R_25BJSqIEJ1kIONS,anonymous,PT,0.8999999761581421,1,1,5,10,10,15,3,3,4,1,2,5,10,10,15,1,2,3,1,5,10,10,15,2,3,4,1,1,2,3,2,1,3,2,4,3,2,30,6,18,138,8,1,,4,3,1,2
2022-09-20 18:52:45,2022-09-20 20:03:15,0,100,4229,1,2022-09-20 20:03:15,R_30dWebBHa1DlZ1r,anonymous,PT,1,1,1,0,5,0,10,20,1,5,5,1,0,5,0,5,1,1,2,1,0,5,0,10,2,5,5,5,3,1,1,8,1,3,2,1,3,1,26,8,17,187,8,1,5,3,4,2,1
2022-09-20 20:45:56,2022-09-20 20:57:09,0,100,672,1,2022-09-20 20:57:09,R_247Op9MIGExbYB0,anonymous,PT,0.8999999761581421,1,3,5,6,10,10,3,2,4,2,1,5,6,10,10,1,2,2,2,5,5,10,10,1,2,4,2,2,2,2,3,4,4,3,4,4,1,20,9,12,138,8,1,a,2,1,4,3
2022-09-20 20:50:58,2022-09-20 21:02:31,0,100,692,1,2022-09-20 21:02:31,R_3LhWT16uvzhfnKH,anonymous,PT,0.8999999761581421,1,1,0,5,0,10,5,3,4,4,2,0,5,0,10,1,1,2,2,0,5,0,10,2,4,2,3,2,1,2,3,1,3,2,1,3,1,21,1,15,138,8,1,a,3,2,1,4
2022-09-20 20:53:36,2022-09-20 21:20:48,0,100,1632,1,2022-09-20 21:20:49,R_2RNQ9Noyp75NnfO,anonymous,PT,1,1,1,0,5,0,10,4,1,5,5,2,5,5,5,10,1,1,1,2,10,10,10,10,2,3,4,4,2,1,1,1.5,1,2,3,4,5,2,29,4,16,138,8,1,a,3,2,4,1
2022-09-20 22:22:55,2022-09-20 22:42:08,0,100,1152,1,2022-09-20 22:42:08,R_1Fr2ppcb8zQuQiM,anonymous,PT,0.8999999761581421,1,3,0,5,0,10,5,1,5,4,1,5,10,5,10,1,1,2,2,10,13,10,15,1,1,5,2,2,1,2,2,4,4,3,4,5,2,24,1,17,138,8,1,,2,3,1,4
2022-09-20 23:01:02,2022-09-20 23:08:44,0,100,461,1,2022-09-20 23:08:45,R_3CDXuvQJd50BB9y,anonymous,PT,1,1,2,0,10,5,15,5,3,3,3,1,0,10,5,15,2,2,1,1,0,10,5,15,1,3,3,3,2,2,1,3,2,2,2,3,3,2,51,4,14,138,8,1,,3,1,2,4
2022-09-20 23:02:45,2022-09-20 23:19:38,0,100,1012,1,2022-09-20 23:19:38,R_3jV8AJHOJ09KGfq,anonymous,PT,0.8999999761581421,1,1,0,5,0,10,10,1,5,5,1,0,5,0,10,1,1,1,2,0,5,0,10,1,1,5,4,2,1,3,2,1,3,2,1,4,1,45,2,23,138,8,1,a,1,3,4,2
2022-09-20 22:58:56,2022-09-20 23:20:07,0,100,1271,1,2022-09-20 23:20:08,R_yyBUHW06K8VK27D,anonymous,PT,0.8999999761581421,1,1,5,5,5,10,2,4,1,1,2,5,5,5,7,1,1,2,1,5,10,10,12,2,4,2,1,1,1,2,2,1,3,2,3,5,2,43,8,23,138,8,1,a,4,1,2,3
2022-09-20 23:32:15,2022-09-20 23:42:40,0,100,625,1,2022-09-20 23:42:41,R_qxg5rNKgNPDBPeF,anonymous,PT,1,1,1,0,3,0,7,3,4,2,1,2,5,7,5,10,1,2,1,2,5,8,10,12,2,4,2,1,1,2,3,3,1,3,2,4,5,2,244,3,17,138,8,1,,4,1,2,3
2022-09-21 00:45:59,2022-09-21 00:59:27,0,100,808,1,2022-09-21 00:59:28,R_28AQtKabbMWY91w,anonymous,PT,1,1,3,0,10,5,15,2,1,5,5,2,5,10,5,15,1,1,2,2,5,10,5,15,2,4,3,1,2,1,2,2,1,3,2,1,4,1,24,7,15,185,8,1,,1,2,4,3
2022-09-21 00:56:39,2022-09-21 01:09:04,0,100,745,1,2022-09-21 01:09:06,R_32W3mmHqvGZSIGe,anonymous,PT,0.8999999761581421,1,3,0,5,0,5,20,2,4,2,1,0,5,0,5,1,2,1,1,0,5,0,5,1,2,4,2,2,2,1,5,1,3,2,3,4,2,26,1,18,138,8,1,,1,4,3,2
2022-09-21 03:45:38,2022-09-21 03:56:37,0,100,659,1,2022-09-21 03:56:38,R_3HUCXijrpadG6Pg,anonymous,PT,1,1,3,5.00,10.00,5.00,10.00,10.00,1,5,3,2,5.00,10.00,5.00,10.00,1,1,1,2,10.00,10.00,10.00,15.00,2,3,5,1,1,1,1,5.00,1,3,2,4,5,2,31,1,15,138,8,1,,2,1,4,3
2022-09-21 10:52:59,2022-09-21 10:59:35,0,100,395,1,2022-09-21 10:59:35,R_1jCgk8cDgsQcaXv,anonymous,PT,0.8999999761581421,1,3,5,10,10,20,4,1,4,3,2,5,15,5,15,1,1,2,2,10,20,10,20,2,1,3,3,2,1,1,2.5,1,3,2,1,4,1,30,9,17,138,8,1,a,3,1,4,2
2022-09-21 10:52:49,2022-09-21 11:08:00,0,100,910,1,2022-09-21 11:08:01,R_5u81I0SmdELVvQ5,anonymous,PT,0.8999999761581421,1,2,0,5,0,5,5,2,4,5,2,5,5,5,5,1,2,2,2,5,5,10,10,2,5,3,5,2,2,2,1,1,4,3,4,5,1,19,1,13,138,8,1,a,4,2,3,1
2022-09-21 11:10:06,2022-09-21 11:17:33,0,100,446,1,2022-09-21 11:17:33,R_2tEk6kyILECH34p,anonymous,PT,1,1,1,5,5,5,10,15,1,5,5,1,5,5,5,10,1,1,2,2,5,10,5,10,2,1,5,5,1,1,2,1,2,3,2,4,4,1,24,6,16,138,8,1,a,1,4,3,2
2022-09-21 12:12:27,2022-09-21 12:22:36,0,100,609,1,2022-09-21 12:22:37,R_1GDOMjHcN0euNAf,anonymous,PT,0.8999999761581421,1,2,0,5,0,12,2,4,3,3,2,5,10,5,12,1,1,2,2,5,10,10,10,2,3,3,4,1,1,2,2,1,3,3,4,5,1,37,8,19,138,8,1,,4,2,1,3
2022-09-21 12:49:49,2022-09-21 12:57:50,0,100,480,1,2022-09-21 12:57:50,R_1plZKu2ul1kn3Hp,anonymous,PT,1,1,3,0,5,0,5,2,1,5,5,2,0,5,0,5,2,1,2,2,0,5,0,5,2,1,5,5,2,1,2,1.50,4,4,3,4,5,2,32,3,15,138,8,1,5,4,1,2,3
2022-09-21 12:55:07,2022-09-21 13:03:48,0,100,520,1,2022-09-21 13:03:48,R_1rPK44dFIjvXdEb,anonymous,PT,0.8999999761581421,1,3,0,5,0,10,4,2,4,4,2,5,5,10,10,3,2,2,3,5,5,10,10,2,2,4,4,3,2,2,2,2,3,3,4,5,2,33,3,15,138,8,1,5,3,4,2,1
2022-09-21 14:03:53,2022-09-21 14:28:13,0,100,1459,1,2022-09-21 14:28:14,R_3EnwANSPKjePaNM,anonymous,PT,0.8999999761581421,1,2,0,5,0,5,5,1,5,5,1,0,10,0,10,1,1,3,1,5,10,10,10,1,4,2,1,2,2,1,2,1,4,2,4,4,2,22,1,16,138,8,1,,1,2,4,3
2022-09-21 14:22:50,2022-09-21 14:35:32,0,100,762,1,2022-09-21 14:35:33,R_3p2TZNlyvRk2k96,anonymous,PT,1,1,1,2,5,2,10,3,1,5,5,1,5,5,5,10,1,1,3,1,5,10,10,10,1,1,4,5,2,2,3,2,3,4,2,3,4,2,23,3,16,138,8,1,,3,2,4,1
2022-09-21 15:38:47,2022-09-21 15:51:03,0,100,735,1,2022-09-21 15:51:03,R_1jMNTLVUA7VuTRN,anonymous,PT,1,1,3,0,5,0,5,2.5,4,1,1,2,5,5,5,5,3,1,3,3,5,10,10,10,2,4,1,1,3,1,1,1.50,1,3,3,4,4,2,45,3,17,138,8,1,5,3,2,4,1
2022-09-21 15:46:07,2022-09-21 15:52:48,0,100,400,1,2022-09-21 15:52:48,R_cZQ3OdTi26GcFEJ,anonymous,PT,0.8999999761581421,1,1,5,5,5,10,5,1,5,3,2,5,5,5,10,1,1,1,2,10,10,10,10,2,3,1,3,2,1,1,3,1,1,2,1,4,2,53,8,14,138,8,1,5,3,2,4,1
2022-09-21 15:32:13,2022-09-21 15:58:13,0,100,1560,1,2022-09-21 15:58:13,R_28LDRZod27cZgVx,anonymous,PT,0.8999999761581421,1,1,5,5,5,10,2,1,4,4,1,5,5,5,10,1,2,3,2,5,10,10,10,1,2,4,2,2,1,3,1.50,1,3,2,4,5,2,33,3,15,138,8,1,,1,3,4,2
2022-09-21 16:03:51,2022-09-21 16:18:03,0,100,851,1,2022-09-21 16:18:03,R_sjy8DmrUetmT8fT,anonymous,PT,1,1,1,0,10,0,10,2.5,2,5,1,2,0,10,0,20,1,1,2,1,5,10,5,10,2,3,3,3,1,1,2,1.2,1,3,2,4,4,1,23,9,16,138,8,1,a,2,1,4,3
2022-09-21 16:15:17,2022-09-21 16:35:43,0,100,1226,1,2022-09-21 16:35:43,R_2CBxThkn0v5sWUr,anonymous,PT,0.8999999761581421,1,3,0,5,5,10,3,1,5,4,1,5,6,5,10,3,1,2,2,10,10,10,10,1,2,3,5,3,1,3,2,1,3,3,4,4,2,26,3,18,138,8,1,,3,1,4,2
2022-09-21 17:33:17,2022-09-21 17:37:51,0,100,273,1,2022-09-21 17:37:51,R_3GDQYm62rvmVPSx,anonymous,PT,1,1,1,0,5,0,10,3,2,5,5,1,5,5,0,10,1,1,2,2,5,10,5,10,2,2,5,5,2,1,2,3,2,4,2,4,5,2,24,3,17,138,8,1,,3,4,2,1
2022-09-21 17:28:27,2022-09-21 17:42:59,0,100,872,1,2022-09-21 17:43:01,R_31cG0RW4xawiACJ,anonymous,PT,1,1,1,5,5,5,10,5,1,5,5,1,5,8,5,10,1,1,1,2,10,10,10,10,2,1,5,5,2,2,1,3,1,3,2,4,4,1,42,6,15,138,3,1,5,4,2,3,1
2022-09-21 17:32:01,2022-09-21 17:43:32,0,100,691,1,2022-09-21 17:43:33,R_1poDQBmoZentWYH,anonymous,PT,0.8999999761581421,1,1,0,5,0,10,2,1,5,4,1,5,5,5,10,1,2,2,2,10,10,10,10,1,1,5,4,2,2,2,2,4,4,3,4,5,2,25,1,17,138,8,1,9,4,2,3,1
2022-09-21 17:47:10,2022-09-21 17:55:43,0,100,512,1,2022-09-21 17:55:43,R_3MGKlGUdMRsLBMK,anonymous,PT,1,1,1,4,5,9,10,2,1,5,3,1,5,5,9,10,1,1,2,2,5,10,10,15,1,1,5,3,2,1,2,1,3,4,2,4,4,2,25,4,17,138,8,1,9,3,4,2,1
2022-09-21 18:40:55,2022-09-21 18:48:31,0,100,455,1,2022-09-21 18:48:31,R_3I9sscxS3yLDP6q,anonymous,PT,1,1,3,5,10,5,20,3,2,4,4,1,5,10,5,20,3,1,3,2,5,10,5,20,1,2,4,4,3,1,3,2,4,3,3,1,4,1,25,1,17,138,8,1,a,4,1,2,3
2022-09-21 18:48:35,2022-09-21 18:59:55,0,100,680,1,2022-09-21 18:59:56,R_3L6drXPz1prCfCH,anonymous,PT,0.8999999761581421,1,2,5,5,5,5,2,1,5,1,1,5,5,5,5,2,1,2,2,10,10,10,10,1,1,5,2,2,2,2,2,1,3,3,4,4,2,25,4,17,138,8,1,a,4,1,3,2
2022-09-21 18:43:01,2022-09-21 19:01:38,0,100,1116,1,2022-09-21 19:01:38,R_25u2vRC7OTOajXt,anonymous,PT,1,1,1,0,5,0,5,10,2,4,4,1,0,5,0,5,3,1,3,2,5,5,5,10,1,2,4,4,2,2,3,4,1,3,2,3,3,1,24,5,15,138,8,1,a,1,2,4,3
2022-09-21 18:37:47,2022-09-21 19:08:35,0,100,1848,1,2022-09-21 19:08:36,R_3PiVeIDEHfOfmRe,anonymous,PT,1,1,1,3,7,8,15,6.70,1,5,3,1,3,8,7,15,1,2,2,2,7,10,10,15,1,1,5,5,2,2,1,1.20,1,4,3,4,4,2,18,1,13,138,8,1,5,3,4,2,1
2022-09-21 16:34:23,2022-09-21 19:10:40,0,100,9377,1,2022-09-21 19:10:42,R_6hVyYC4kpKXlK13,anonymous,PT,0.8999999761581421,1,3,5,8,10,15,3.5,2,4,3,2,5,15,10,25,1,1,2,2,10,25,10,25,2,2,3,2,3,1,1,2,1,3,2,4,4,1,31,9,15,138,8,1,a,2,1,3,4
2022-09-21 19:43:55,2022-09-21 20:01:57,0,100,1082,1,2022-09-21 20:01:57,R_pgSpWh6VFmE7EQ1,anonymous,PT,1,1,3,5,5,5,5,2,1,5,5,2,5,5,5,5,1,2,2,2,10,10,10,10,2,1,5,5,2,2,2,1.5,1,3,3,4,4,2,24,1,17,138,8,1,5,4,1,3,2
2022-09-21 20:04:48,2022-09-21 20:26:21,0,100,1292,1,2022-09-21 20:26:21,R_271IJb0za7wzXrk,anonymous,PT,0.8999999761581421,1,3,0,5,0,10,7,2,5,4,1,5,5,5,10,1,1,3,2,4,5,8,10,1,4,3,4,2,1,3,2,1,3,3,4,5,1,23,9,15,138,8,1,,4,3,2,1
2022-09-21 21:12:45,2022-09-21 21:23:56,0,100,670,1,2022-09-21 21:23:57,R_BzbO646glmPqQo1,anonymous,PT,1,1,3,0,5,0,10,3,1,5,5,1,5,10,5,15,3,1,3,3,5,10,10,10,2,1,5,5,3,1,3,2,2,3,3,3,5,2,30,5,18,138,8,1,a,4,2,3,1
2022-09-21 23:23:48,2022-09-21 23:35:44,0,100,716,1,2022-09-21 23:35:45,R_Ao0yFXTP1g61a13,anonymous,PT,0.8999999761581421,1,3,0,3,5,7,3.5,1,4,2,2,0,3,5,7,1,1,2,2,0,3.5,5,7,2,3,3,2,3,1,1,2,1,4,2,4,4,1,32,9,17,138,8,1,a,2,1,3,4
2022-09-22 00:02:08,2022-09-22 00:17:56,0,100,948,1,2022-09-22 00:17:57,R_1M71yK1XIqOkoth,anonymous,PT,0.8999999761581421,1,1,0,5,0,5,5,1,5,2,1,0,5,0,7,1,2,1,2,5,7.5,0,10,1,1,5,4,2,2,1,3,1,4,3,4,4,2,25,1,16,138,8,1,5,4,1,3,2
2022-09-22 00:31:30,2022-09-22 00:43:36,0,100,726,1,2022-09-22 00:43:37,R_3p8ZrdIDBHuN8RT,anonymous,PT,0.8999999761581421,1,1,5,5,5,5,5,5,1,5,2,5,5,5,5,1,1,2,2,10,10,10,10,2,5,1,5,2,1,2,3,1,3,2,1,5,1,40,8,18,138,8,1,a,4,3,1,2
2022-09-22 00:39:24,2022-09-22 00:49:48,0,100,624,1,2022-09-22 00:49:49,R_2ydRlgtIRAD1nwt,anonymous,PT,1,1,3,10,20,10,25,3,3,3,1,2,10,20,10,25,1,1,3,2,10,20,10,30,2,3,3,1,2,1,3,1,4,3,3,4,3,1,23,9,9,138,8,1,a,3,1,4,2
2022-09-22 01:11:06,2022-09-22 01:22:48,0,100,702,1,2022-09-22 01:22:48,R_37zA9Bgd88YquLT,anonymous,PT,1,1,1,5,10,5,10,3,1,5,1,1,5,10,5,10,1,2,2,2,10,15,10,15,2,3,1,3,1,2,2,1.5,1,3,2,1,5,1,63,1,18,138,8,1,5,3,2,4,1
2022-09-22 09:23:07,2022-09-22 09:34:30,0,100,683,1,2022-09-22 09:34:31,R_3q8QdwnlAcqyn5S,anonymous,PT,1,1,3,5,5,5,10,5,1,5,5,1,5,5,5,5,3,2,1,3,5,20,10,30,1,1,5,5,3,2,1,5,4,4,3,4,3,1,62,6,18,138,8,2,5,4,1,2,3
2022-09-22 10:04:26,2022-09-22 10:11:17,0,100,410,1,2022-09-22 10:11:17,R_2Y9sQnWJtEhsiKt,anonymous,PT,0.8999999761581421,1,3,3,6,4,10,10,2,3,3,2,3,6,4,10,1,1,1,2,4,6,5,10,1,3,3,2,2,1,1,2,1,4,2,1,5,1,29,4,21,138,8,1,,4,1,2,3
2022-09-22 11:56:48,2022-09-22 12:04:39,0,100,470,1,2022-09-22 12:04:39,R_2VygARDN1QyzvY4,anonymous,PT,0.8999999761581421,1,3,0,5,0,10,5,5,3,1,2,5,5,5,5,1,1,2,1,10,10,10,10,2,5,3,1,3,1,2,5,1,3,2,1,5,1,47,9,17,138,8,1,,4,1,3,2
2022-09-22 11:56:56,2022-09-22 12:09:30,0,100,754,1,2022-09-22 12:09:31,R_1gCmagvVelQmQOp,anonymous,PT,1,1,2,5,5,10,10,5,3,3,3,2,5,7,10,12,1,2,1,2,10,15,10,15,2,5,5,5,2,2,1,3,3,3,2,4,3,1,25,2,15,138,8,1,,1,2,4,3
2022-09-22 12:07:06,2022-09-22 12:20:54,0,100,828,1,2022-09-22 12:20:54,R_D0o3YDWQMrrQ17r,anonymous,PT,0.8999999761581421,1,3,0,5,0,10,5,1,5,5,2,0,5,0,10,1,1,1,2,5,5,5,10,2,5,5,3,2,1,1,3,1,3,3,4,4,1,24,5,15,138,8,1,9,2,1,3,4
2022-09-22 12:14:16,2022-09-22 12:33:31,0,100,1154,1,2022-09-22 12:33:31,R_1ifKvkgcdhU8rmU,anonymous,PT,0.8999999761581421,1,1,5,8,5,10,5,1,4,4,1,5,5,5,8,3,2,2,1,10,10,10,10,1,4,3,2,2,2,1,2,2,3,2,4,4,2,29,4,15,138,8,1,,4,1,3,2
2022-09-22 12:29:01,2022-09-22 12:37:20,0,100,498,1,2022-09-22 12:37:20,R_5dNcZJyCrxMSAgx,anonymous,PT,1,1,2,5,6,8,13,3,3,4,3,1,5,6,8,10,1,1,1,2,5,10,7,10,1,3,3,4,1,1,1,2,1,4,3,4,3,1,22,9,12,138,8,1,,1,3,4,2
2022-09-22 12:36:24,2022-09-22 12:43:19,0,100,414,1,2022-09-22 12:43:20,R_3j0dhYjpPO0CEhS,anonymous,PT,0.8999999761581421,1,2,5,6,5,10,6,2,5,1,1,5,5,5,10,2,2,1,1,5,5,5,10,1,1,5,1,2,2,1,5,1,3,2,1,5,2,25,3,18,138,8,1,,4,1,3,2
2022-09-22 12:34:49,2022-09-22 12:49:35,0,100,886,1,2022-09-22 12:49:36,R_290rnyOTn6kRnng,anonymous,PT,0.8999999761581421,1,3,0,0,0,10,5,1,5,3,1,5,5,5,5,3,1,2,2,5,10,5,10,2,1,5,3,2,1,2,2,1,4,2,3,3,1,28,5,12,138,8,1,,2,3,1,4
